year,state,pop,log_pop,acres,nrel_cap_factor,tot_sales,log_sales,net_meter_cap_dc,net_meter_cap_ac,comm__cap_ac,dc_cap_added,ac_cap_added,n_plants,dc_cap_added_qf,ac_cap_added_qf,n_plants_qf,cum_dc_cap_added,cum_ac_cap_added,cum_n_plants,cum_dc_cap_added_qf,cum_ac_cap_added_qf,cum_n_plants_qf,avg_cap_ac,avg_cap_ac_qf,lbl_sales_2016,tot_rps_lbl_mwh_2016,tot_rps_lbl_target_2016,solar_rps_manual_mwh_2016,solar_rps_manual_target_2016,dg_rps_manual_mwh_2016,dg_rps_manual_target_2016,solar_rps_lbl_mwh_2016,solar_rps_lbl_target_2016,lbl_sales_2025,tot_rps_lbl_mwh_2025,tot_rps_lbl_target_2025,solar_rps_manual_mwh_2025,solar_rps_manual_target_2025,dg_rps_manual_mwh_2025,dg_rps_manual_target_2025,solar_rps_lbl_mwh_2025,solar_rps_lbl_target_2025,purpa_wholesale_2020,purpa_competitive_2020,purpa_standard_contract_2020,purpa_mw_limit_2020,purpa_max_term_2020,itc_dummy,ptc_dummy,alt_ptc_dummy,retail_choice,p_iou_sales_2016,p_public_sales_2016,p_retail_sales_2016
2010,AK,713910,13.478512182956532,393747,0.105,6247038.0,15.647617989377007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2011,AK,722128,13.489957687480338,393747,0.105,6319540.0,15.65915697866397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2012,AK,730443,13.501406478381057,393747,0.105,6416411.0,15.674369485080314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2013,AK,737068,13.510435432858246,393747,0.105,6268212.0,15.651001704477016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2014,AK,736283,13.50936983467522,393747,0.105,6164812.0,15.634368199387303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2015,AK,737498,13.511018655328028,393747,0.105,6159204.0,15.633458106380758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2016,AK,741456,13.516371099622141,393747,0.105,6123202.0,15.627595720280121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2017,AK,739700,13.51399997757596,393747,0.105,6185799.0,15.637766738973744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2018,AK,735139,13.507814875961122,393747,0.105,5972467.0,15.602670632842434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2019,AK,731545,13.502914014980135,393747,0.105,5818805.0,15.576605472164776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.370074102399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.0881571301179002,0.9118428698820996,0.0
2010,AL,4785437,15.38108790576287,33432,0.2,90862645.0,18.32485952859161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2011,AL,4799069,15.383932498732436,33432,0.2,88995369.0,18.304094892634748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2012,AL,4815588,15.387368714138583,33432,0.2,86182548.0,18.271978255739498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2013,AL,4830081,15.390373795674472,33432,0.2,87852107.0,18.29116535637351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2014,AL,4841799,15.392796903846508,33432,0.2,90493727.0,18.32079109135064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2015,AL,4852347,15.394973063389113,33432,0.2,88845543.0,18.30240994811032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2016,AL,4863525,15.397274041609458,33432,0.2,88225141.0,18.295402525710784,0.0,0.0,0.0,100.2,75.0,1.0,0.0,0.0,0.0,100.2,75.0,1.0,0.0,0.0,0.0,75.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2017,AL,4874486,15.399525220957894,33432,0.2,86241730.0,18.2726647252206,0.0,0.0,0.0,151.79999999999998,107.2,4.0,129.4,89.2,2.0,252.0,182.2,5.0,129.4,89.2,2.0,26.8,44.6,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2018,AL,4887681,15.402228515838127,33432,0.2,90280456.0,18.318431560853444,0.0,0.0,0.0,20.0,14.7,1.0,20.0,14.7,1.0,272.0,196.9,6.0,149.4,103.9,3.0,14.7,14.7,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2019,AL,4903185,15.405395551922352,33432,0.2,88095112.0,18.293927606960846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,196.9,6.0,149.4,103.9,3.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97457.54329923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6264019874853824,0.3735980125146176,0.0
2010,AR,2921964,14.887766550888344,34036,0.207,48194285.0,17.6907510035263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2011,AR,2940667,14.894146984331886,34036,0.207,47927829.0,17.685206874887754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2012,AR,2952164,14.898049018714904,34036,0.207,46826104.0,17.661951383165448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2013,AR,2959400,14.90049710305057,34036,0.207,46683034.0,17.658891358986008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2014,AR,2967392,14.9031940105324,34036,0.207,47080301.0,17.667365233708896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2015,AR,2978048,14.906778610296328,34036,0.207,46465154.0,17.654213213290692,0.0,0.0,0.0,16.6,12.0,1.0,16.6,12.0,1.0,16.6,12.0,1.0,16.6,12.0,1.0,12.0,12.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2016,AR,2989918,14.91075652024164,34036,0.207,46188438.0,17.648240064991512,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,12.0,1.0,16.6,12.0,1.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2017,AR,3001345,14.914571079494356,34036,0.207,46085951.0,17.646018710978694,0.0,0.0,0.0,8.0,6.0,2.0,8.0,6.0,2.0,24.6,18.0,3.0,24.6,18.0,3.0,3.0,3.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2018,AR,3009733,14.91736192847166,34036,0.207,49602708.0,17.719555986979,0.0,0.0,0.0,81.0,81.0,1.0,0.0,0.0,0.0,105.6,99.0,4.0,24.6,18.0,3.0,81.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2019,AR,3017804,14.920039972529695,34036,0.207,48093032.0,17.688647859717197,11.6,10.0,10.0,2.8,2.2,1.0,2.8,2.2,1.0,108.4,101.2,5.0,27.4,20.2,4.0,2.2,2.2,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54271.12073006514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0,0,0.595905142903852,0.4040948570961479,0.0
2010,AZ,6407172,15.672928545898404,72964,0.263,72833030.0,18.103680119063412,1.1,1.1,0.0,6.9,6.1,3.0,0.0,0.0,0.0,6.9,6.1,3.0,0.0,0.0,0.0,2.033333333333333,0.0,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2011,AZ,6472643,15.683095083836156,72964,0.263,74943645.0,18.13224698905811,7.0,5.8,0.0,165.3,138.60000000000002,12.0,27.8,27.3,4.0,172.20000000000002,144.70000000000002,15.0,27.8,27.3,4.0,11.550000000000002,6.825,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,1,1,0,0.5471465331636934,0.4528534668363065,0.0
2012,AZ,6554978,15.695735318957677,72964,0.263,75037154.0,18.133493935503786,18.1,14.9,2.7,572.1999999999998,468.3,11.0,59.5,49.1,5.0,744.3999999999999,613.0,26.0,87.3,76.4,9.0,42.57272727272727,9.82,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,1,1,0,0.5471465331636934,0.4528534668363065,0.0
2013,AZ,6632764,15.70753216819735,72964,0.263,75662037.0,18.14178709988366,12.7,10.0,0.6,315.5,235.6,7.0,41.1,31.1,3.0,1059.9,848.6,33.0,128.4,107.5,12.0,33.65714285714286,10.366666666666667,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,1,1,0,0.5471465331636934,0.4528534668363065,0.0
2014,AZ,6730413,15.722147066751406,72964,0.263,76297685.0,18.15015315503424,1.0,1.0,0.0,258.49999999999994,222.5,7.0,51.4,41.6,2.0,1318.4,1071.1,40.0,179.8,149.1,14.0,31.785714285714285,20.8,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,1,1,0,0.5471465331636934,0.4528534668363065,0.0
2015,AZ,6829676,15.736787792647242,72964,0.263,77349416.0,18.163843584857887,0.0,0.0,0.0,186.8,136.4,7.0,6.6,5.4,2.0,1505.1999999999998,1207.5,47.0,186.4,154.5,16.0,19.485714285714288,2.7,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2016,AZ,6941072,15.752966787413,72964,0.263,78237828.0,18.175263822569303,16.5,12.5,0.0,485.8,366.0,6.0,62.6,50.0,1.0,1991.0,1573.5,53.0,249.0,204.5,17.0,61.0,50.0,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2017,AZ,7044008,15.767687884315931,72964,0.263,77646262.0,18.167673967314606,5.8,4.1,0.0,134.20000000000002,99.0,7.0,1.7,1.2,1.0,2125.2,1672.5,60.0,250.7,205.7,18.0,14.142857142857142,1.2,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2018,AZ,7158024,15.783744523194356,72964,0.263,78346302.0,18.17664932718401,2.0,1.4,0.1,95.4,75.0,2.0,0.0,0.0,0.0,2220.6,1747.5,62.0,250.7,205.7,18.0,37.5,0.0,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2019,AZ,7278717,15.800465168377697,72964,0.263,77929170.0,18.171310895179168,5.3,4.2,0.0,80.7,60.5,2.0,42.0,32.5,1.0,2301.3,1808.0,64.0,292.7,238.2,19.0,30.25,32.5,78237.828,469426.968,6.0,0.0,0.0,140828.0904,1.8,140828.0904,1.8,84319.93591072083,1264799.0386608124,15.0,0.0,0.0,379439.71159824374,4.5,379439.71159824374,4.5,0.0,0.0,1.0,80.0,18.0,0,0,0,0,0.5471465331636934,0.4528534668363065,0.0
2010,CA,37319502,17.435026589802938,101676,0.252,276107633.0,19.43630132229876,15.099999999999998,12.5,7.4,15.2,13.2,4.0,11.3,9.5,2.0,56.7,47.400000000000006,15.0,14.8,12.5,5.0,3.3,4.75,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2011,CA,37638369,17.443534540180448,101676,0.252,284062108.0,19.46470346235712,50.70000000000001,41.4,13.4,132.2,107.2,15.0,3.7,3.7,3.0,188.9,154.6,30.0,18.5,16.2,8.0,7.146666666666666,1.2333333333333334,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2012,CA,37948800,17.451748440752613,101676,0.252,282788982.0,19.460211530831675,32.2,27.40000000000001,16.6,522.5,410.0,40.0,175.4,141.5,21.0,711.4,564.6,70.0,193.9,157.7,29.0,10.25,6.738095238095238,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2013,CA,38260787,17.459936091550503,101676,0.252,286884641.0,19.47459074518606,50.9,45.0,5.5,2273.8000000000006,1756.1,53.0,214.3,167.5,27.0,2985.2000000000007,2320.7000000000003,123.0,408.2000000000001,325.2,56.0,33.133962264150945,6.203703703703703,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2014,CA,38596972,17.468684385762188,101676,0.252,289578768.0,19.483937900871037,77.59999999999998,66.7,3.6,2500.5999999999995,1984.1000000000004,85.0,314.9000000000002,240.6,32.0,5485.8,4304.800000000001,208.0,723.1000000000003,565.8,88.0,23.342352941176475,7.51875,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2015,CA,38918045,17.47696858277687,101676,0.252,289993085.0,19.485367635832915,11.9,9.6,18.4,1513.3000000000002,1226.5999999999997,68.0,301.5,230.9,20.0,6999.1,5531.400000000001,276.0,1024.6000000000004,796.6999999999999,108.0,18.03823529411764,11.544999999999998,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2016,CA,39167117,17.48334810068662,101676,0.252,286131196.0,19.471960990873665,32.9,28.4,4.0,3440.600000000001,2772.8,72.0,146.70000000000002,120.2,18.0,10439.7,8304.2,348.0,1171.3000000000004,916.9,126.0,38.51111111111111,6.677777777777778,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2017,CA,39358497,17.488222443443615,101676,0.252,293582425.0,19.497668992558708,60.5,50.20000000000001,25.6,1080.6,854.4999999999999,49.0,158.70000000000005,126.5,18.0,11520.3,9158.7,397.0,1330.0000000000005,1043.4,144.0,17.438775510204078,7.027777777777779,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2018,CA,39461588,17.490838301033342,101676,0.252,303178968.0,19.52983384257189,41.7,36.1,17.7,1198.7,915.5000000000002,22.0,228.5,170.2,6.0,12719.000000000002,10074.2,419.0,1558.5000000000005,1213.6,150.0,41.61363636363637,28.366666666666664,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2019,CA,39512223,17.492120625041704,101676,0.252,317296928.0,19.5753485748173,22.9,18.1,2.6,1272.0999999999997,1020.2,18.0,83.89999999999998,67.6,7.0,13991.100000000002,11094.4,437.0,1642.4000000000003,1281.2,157.0,56.67777777777778,9.657142857142857,256846.635,6421165.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,257872.42356472125,11346386.636847734,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,25.0,0,0,0,1,0.6336155159294823,0.2517130482952792,0.1146714357752385
2010,CO,5047349,15.434373712921742,66624,0.259,52917786.0,17.784250059601156,0.0,0.0,3.4,21.0,20.0,2.0,21.0,20.0,2.0,23.0,22.0,3.0,21.0,20.0,2.0,10.0,10.0,54802.037,790245.37354,14.42,29045.07961,0.53,57542.138849999996,1.05,57542.138849999996,1.05,61709.12296690627,1476082.221368398,23.92,59240.75804823001,0.96,118481.51609646002,1.92,118481.51609646002,1.92,0.0,1.0,1.0,0.1,0.0,0,0,0,0,0.5692806477154764,0.4307193522845236,0.0
2011,CO,5121108,15.448881379853235,66624,0.259,53458285.0,17.794412188100612,4.5,3.4,0.5,41.1,40.5,2.0,6.0,5.5,1.0,64.1,62.5,5.0,27.0,25.5,3.0,20.25,5.5,54802.037,790245.37354,14.42,29045.07961,0.53,57542.138849999996,1.05,57542.138849999996,1.05,61709.12296690627,1476082.221368398,23.92,59240.75804823001,0.96,118481.51609646002,1.92,118481.51609646002,1.92,0.0,1.0,1.0,0.1,0.0,0,0,0,0,0.5692806477154764,0.4307193522845236,0.0
2012,CO,5192647,15.462754144394273,66624,0.259,53454275.0,17.79433717352792,1.1,1.0,0.4,39.0,31.8,2.0,36.7,30.0,1.0,103.1,94.3,7.0,63.7,55.5,4.0,15.9,30.0,54802.037,790245.37354,14.42,29045.07961,0.53,57542.138849999996,1.05,57542.138849999996,1.05,61709.12296690627,1476082.221368398,23.92,59240.75804823001,0.96,118481.51609646002,1.92,118481.51609646002,1.92,0.0,1.0,1.0,0.1,0.0,0,0,0,0,0.5692806477154764,0.4307193522845236,0.0
2013,CO,5269035,15.477357791796045,66624,0.259,53441649.0,17.794100943752525,0.0,0.0,1.2,1.1,1.0,1.0,0.0,0.0,0.0,104.2,95.3,8.0,63.7,55.5,4.0,1.0,0.0,54802.037,790245.37354,14.42,29045.07961,0.53,57542.138849999996,1.05,57542.138849999996,1.05,61709.12296690627,1476082.221368398,23.92,59240.75804823001,0.96,118481.51609646002,1.92,118481.51609646002,1.92,0.0,1.0,1.0,0.1,0.0,0,0,0,0,0.5692806477154764,0.4307193522845236,0.0
