year,state,pop_2010,acres,nrel_cap_factor,region,iso_rto,iso_rto_dummy,retail_choice,net_meter_cap_dc,net_meter_cap_ac,comm__cap_ac,dc_cap_added,ac_cap_added,n_plants,dc_cap_added_qf,ac_cap_added_qf,n_plants_qf,cum_dc_cap_added,cum_ac_cap_added,cum_n_plants,cum_dc_cap_added_qf,cum_ac_cap_added_qf,cum_n_plants_qf,avg_cap_ac,avg_cap_ac_qf,first_plant_yr,first_plant_sector,first_ipp_plant_yr,first_grid_yr,first_mega_plant,first_qf_year,utility_scale_solar_mwh,solar_mwh,any_plant,first_plant_pre_sample,first_plant,first_ipp_plant,first_rps_year,first_carveout_year,active_solar_rps,first_carveout_pre_sample,first_carveout,active_rps,first_rps_pre_sample,first_rps,tot_rps_lbl,solar_rps_manual,dg_rps_manual,solar_rps_lbl,lbl_sales,solar_carveout_diff,solar_carveout_f2,rps_diff,rps_f2,end_carveout_yr,end_rps_yr,itc_introduced,ptc_introduced,itc_expired,ptc_expired,itc_start_yr,itc_end_yr,ptc_start_yr,ptc_end_yr,purpa_wholesale_2020,purpa_competitive_2020,purpa_standard_contract_2020,purpa_mw_limit_2020,purpa_max_term_2020
2008,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.87,0.0,0.0,0.0,45488.07,0.0,0.0,0.0,0.87,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2009,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.92,0.0,0.0,0.0,43641.195,0.0,0.0,0.050000000000000044,0.87,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2010,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.87,0.0,0.0,0.0,45445.269,0.0,0.0,-0.050000000000000044,0.86,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2011,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.87,0.0,0.0,0.0,45654.877,0.0,0.0,0.0,0.85,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2012,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.86,0.0,0.0,0.0,45709.1,0.0,0.0,-0.010000000000000009,0.84,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2013,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0.0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.85,0.0,0.0,0.0,46705.216,0.0,0.0,-0.010000000000000009,0.84,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2014,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0.0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.84,0.0,0.0,0.0,47201.853,0.0,0.0,-0.010000000000000009,0.81,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2015,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0.0,0.0,0,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.84,0.0,0.0,0.0,47147.293,0.0,0.0,0.0,0.8,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2016,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,5.199999999999999,4.1,3.0,0.0,0.0,0.0,5.199999999999999,4.1,3.0,0.0,0.0,0.0,1.3666666666666665,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,0.15,0.15,0,0,1,1,2000.0,0.0,0,0,0,1,0,0,0.81,0.0,0.0,0.0,48431.193,0.0,0.0,-0.029999999999999916,0.77,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2017,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,6.6,5.1,2.0,0.0,0.0,0.0,11.8,9.2,5.0,0.0,0.0,0.0,2.55,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,5.0,5.0,1,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.8,0.0,0.0,0.0,48921.997,0.0,0.0,-0.010000000000000009,0.76,0.0,2000.0,0.0,0.0,0.0,1.0,,,2005.0,2017.0,,,,0.1,
2018,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,9.2,5.0,0.0,0.0,0.0,0.0,0.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,11.0,11.0,1,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.77,0.0,0.0,0.0,51210.655,0.0,0.0,-0.030000000000000027,0.78,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2019,IA,3050745,36017,0.1989999999999999,MISO,True,1,0,0.0,0.0,0.0,5.8,4.6,2.0,4.0,3.0,1.0,17.599999999999998,13.8,7.0,4.0,3.0,1.0,2.3,3.0,2016.0,Electric Utility,2016.0,2016.0,0.0,2019.0,15.0,15.0,1,0,0,0,2000.0,0.0,0,0,0,1,0,0,0.76,0.0,0.0,0.0,51915.7719995393,0.0,0.0,-0.010000000000000009,0.77,0.0,2000.0,0.0,0.0,0.0,0.0,,,2005.0,2017.0,,,,0.1,
2005,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2006,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22761.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2007,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23755.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2008,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23901.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2009,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22753.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2010,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22797.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2011,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23271.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2012,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23711.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2013,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24208.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2014,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23233.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2015,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23058.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2016,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,134.6,120.0,2.0,54.6,40.0,1.0,134.6,120.0,2.0,54.6,40.0,1.0,60.0,40.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,30.0,30.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23062.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2017,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,158.5,120.0,6.0,132.5,100.0,5.0,293.1,240.0,8.0,187.1,140.0,6.0,20.0,20.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,459.0,459.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23793.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2018,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.1,240.0,8.0,187.1,140.0,6.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,556.0,556.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23753.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2019,ID,1570746,53487,0.22,Northwest,False,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,293.1,240.0,8.0,187.1,140.0,6.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2016.0,557.0,557.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23791.386481385955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,2.0
2005,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,0,0.0,0,0,0,0,2009.0,2014.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2006,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,0,0.0,0,0,0,0,2009.0,2014.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,142447.811,0.0,0.0,0.0,0.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2007,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,0,0.0,0,0,0,0,2009.0,2014.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,146055.151,0.0,0.0,0.0,2.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2008,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,0,0.0,0,0,0,0,2009.0,2014.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,144619.914,0.0,0.0,0.0,4.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2009,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,10.0,9.0,1.0,10.0,9.0,1.0,10.0,9.0,1.0,10.0,9.0,1.0,9.0,9.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,14,14.0,0,0,1,1,2009.0,2014.0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,136688.466,0.0,0.0,2.0,5.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2010,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,10.0,9.0,1.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,14,14.0,1,0,0,0,2009.0,2014.0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,144760.674,0.0,0.0,2.0,6.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2011,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,10.0,9.0,1.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,14,14.0,1,0,0,0,2009.0,2014.0,0,0,0,1,0,0,5.0,0.0,0.0,0.0,142885.567,0.0,0.0,1.0,7.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2012,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,25.9,22.6,2.0,22.8,20.0,1.0,35.900000000000006,31.6,3.0,32.8,29.0,2.0,11.3,20.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,31,31.0,1,0,0,0,2009.0,2014.0,0,0,0,1,0,0,6.0,0.0,0.0,0.0,143540.004,0.0,0.12,1.0,8.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2013,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.900000000000006,31.6,3.0,32.8,29.0,2.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,52.0,52.0,1,0,0,0,2009.0,2014.0,0,0,0,1,0,0,7.0,0.0,0.0,0.0,141804.888,0.0,0.27,1.0,9.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2014,IL,12840503,36060,0.186,MISO,True,1,1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.900000000000006,31.6,3.0,32.8,29.0,2.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,50.0,50.0,1,0,0,0,2009.0,2014.0,0,0,1,1,0,0,8.0,0.12,0.0,0.0,141540.287,0.0,0.6,1.0,10.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2015,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,7.0,5.9,2.0,0.0,0.0,0.0,42.900000000000006,37.5,5.0,32.8,29.0,2.0,2.95,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,49.0,49.0,1,0,0,0,2009.0,2014.0,1,0,0,1,0,0,9.0,0.27,0.0,0.0,138619.97,0.0,0.69,1.0,11.5,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2016,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,1.1,1.0,1.0,0.0,0.0,0.0,44.00000000000001,38.5,6.0,32.8,29.0,2.0,1.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,49.0,49.0,1,0,0,0,2009.0,2014.0,1,0,0,1,0,0,10.0,0.6,0.0,0.0,141050.409,0.0,0.78,1.0,13.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2017,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,2.0,0.2,0.1,1.0,0.0,0.0,0.0,44.20000000000001,38.6,7.0,32.8,29.0,2.0,0.1,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,52.0,52.0,1,0,0,0,2009.0,2014.0,1,0,0,1,0,0,11.5,0.69,0.0,0.0,137196.31,0.0,0.87,1.5,14.5,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2018,IL,12840503,36060,0.186,MISO,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.20000000000001,38.6,7.0,32.8,29.0,2.0,0.0,0.0,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,66.0,66.0,1,0,0,0,2009.0,2014.0,1,0,0,1,0,0,13.0,0.78,0.0,0.0,142654.808,0.0,0.96,1.5,16.0,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2019,IL,12840503,36060,0.186,MISO,True,1,1,1.9,1.9,0.0,2.1,1.6,1.0,2.1,1.6,1.0,46.30000000000001,40.2,8.0,34.9,30.6,3.0,1.6,1.6,2009.0,IPP Non-CHP,2009.0,2014.0,2012.0,2009.0,62.0,62.0,1,0,0,0,2009.0,2014.0,1,0,0,1,0,0,14.5,0.87,0.0,0.0,144322.78079236342,0.0,1.05,1.5,17.5,2027.0,2026.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,20.0,
2005,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2006,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105664.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2007,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,109420.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2008,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,106980.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2009,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,99311.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2010,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105994.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2011,IN,6490432,23158,0.184,MISO,True,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105818.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2012,IN,6490432,23158,0.184,MISO,True,1,0,0.0,0.0,0.0,9.9,7.5,6.0,4.0,3.0,2.0,9.9,7.5,6.0,4.0,3.0,2.0,1.25,1.5,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,NM,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105173.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2013,IN,6490432,23158,0.184,MISO,True,1,0,12.5,10.0,0.0,44.3,32.7,5.0,44.3,32.7,5.0,54.2,40.2,11.0,48.3,35.7,7.0,6.540000000000001,6.540000000000001,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,31.0,31.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105487.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2014,IN,6490432,23158,0.184,MISO,True,1,0,9.8,7.5,0.0,41.7,34.3,10.0,0.0,0.0,0.0,95.9,74.5,21.0,48.3,35.7,7.0,3.43,0.0,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,102.0,102.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,106942.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
2015,IN,6490432,23158,0.184,MISO,True,1,0,4.4,3.5,0.0,39.900000000000006,30.9,11.0,26.1,19.7,5.0,135.8,105.4,32.0,74.4,55.400000000000006,12.0,2.809090909090909,3.94,2011.0,IPP Non-CHP,2011.0,2017.0,2013.0,2012.0,156.0,156.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,104514.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,20.0,
