year,state,pop_2010,acres,nrel_cap_factor,region,iso_rto,iso_rto_dummy,retail_choice,net_meter_cap_dc,net_meter_cap_ac,comm__cap_ac,dc_cap_added,ac_cap_added,n_plants,dc_cap_added_qf,ac_cap_added_qf,n_plants_qf,cum_dc_cap_added,cum_ac_cap_added,cum_n_plants,cum_dc_cap_added_qf,cum_ac_cap_added_qf,cum_n_plants_qf,avg_cap_ac,avg_cap_ac_qf,first_plant_yr,first_plant_sector,first_ipp_plant_yr,first_grid_yr,first_mega_plant,first_qf_year,utility_scale_solar_mwh,solar_mwh,any_plant,first_plant_pre_sample,first_plant,first_ipp_plant,first_rps_year,first_carveout_year,active_solar_rps,first_carveout_pre_sample,first_carveout,active_rps,first_rps_pre_sample,first_rps,tot_rps_lbl,solar_rps_manual,dg_rps_manual,solar_rps_lbl,lbl_sales,solar_carveout_diff,solar_carveout_f2,rps_diff,rps_f2,end_carveout_yr,end_rps_yr,itc_introduced,ptc_introduced,itc_expired,ptc_expired,itc_start_yr,itc_end_yr,ptc_start_yr,ptc_end_yr,purpa_wholesale_2020,purpa_competitive_2020,purpa_standard_contract_2020,purpa_mw_limit_2020,purpa_max_term_2020
2005,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2006,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6182.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2007,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6326.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2008,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6325.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2009,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6270.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2010,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6247.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2011,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6319.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2012,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6416.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2013,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6268.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2014,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6164.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2015,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6159.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2016,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6123.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2017,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6185.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2018,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5972.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2019,AK,713910,393747,0.105,Alaska,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5860.409275075536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2005,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2006,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90677.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2007,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,91828.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2008,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,89707.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82844.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90862.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88995.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,86182.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,87852.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90493.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88845.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,100.2,75.0,1.0,0.0,0.0,0.0,100.2,75.0,1.0,0.0,0.0,0.0,75.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,31.0,31.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88225.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,151.79999999999998,107.2,4.0,129.4,89.2,2.0,252.0,182.2,5.0,129.4,89.2,2.0,26.8,44.6,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,181.0,181.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,86241.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,20.0,14.7,1.0,20.0,14.7,1.0,272.0,196.9,6.0,149.4,103.9,3.0,14.7,14.7,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,357.0,357.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90280.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019,AL,4785437,33432,0.2,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,196.9,6.0,149.4,103.9,3.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2016.0,2016.0,2017.0,385.0,385.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,92135.03205086997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2005,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2006,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46635.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2007,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47054.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2008,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46134.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2009,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43173.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2010,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48194.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2011,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47927.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2012,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46859.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2013,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46683.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2014,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47080.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2015,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,16.6,12.0,1.0,16.6,12.0,1.0,16.6,12.0,1.0,16.6,12.0,1.0,12.0,12.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,1.0,1.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46465.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2016,AR,2921964,34036,0.207,MISO,True,1,0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,12.0,1.0,16.6,12.0,1.0,0.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,26.0,26.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46188.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2017,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,8.0,6.0,2.0,8.0,6.0,2.0,24.6,18.0,3.0,24.6,18.0,3.0,3.0,3.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,31.0,31.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46085.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2018,AR,2921964,34036,0.207,MISO,True,1,0,0.0,0.0,0.0,81.0,81.0,1.0,0.0,0.0,0.0,105.6,99.0,4.0,24.6,18.0,3.0,81.0,0.0,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,203.0,203.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49602.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2019,AR,2921964,34036,0.207,MISO,True,1,0,11.6,10.0,10.0,2.8,2.2,1.0,2.8,2.2,1.0,108.4,101.2,5.0,27.4,20.2,4.0,2.2,2.2,2015.0,IPP Non-CHP,2015.0,2017.0,2015.0,2015.0,210.0,210.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51340.60268986056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,
2005,AZ,6407172,72964,0.263,Southwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,0,0.0,1,1,0,0,2001.0,2008.0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,1.5,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2006,AZ,6407172,72964,0.263,Southwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,0,0.0,1,0,0,0,2001.0,2008.0,0,0,0,1,0,0,1.25,0.0,0.0,0.0,73252.776,0.0,0.0,0.25,1.75,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2007,AZ,6407172,72964,0.263,Southwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,0,0.0,1,0,0,0,2001.0,2008.0,0,0,0,1,0,0,1.5,0.0,0.0,0.0,77193.206,0.0,0.0,0.25,2.0,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2008,AZ,6407172,72964,0.263,Southwest,False,0,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,0,0.0,1,0,0,0,2001.0,2008.0,0,0,1,1,0,0,1.75,0.0,0.18,0.18,76267.916,0.18,0.0,0.25,2.5,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2009,AZ,6407172,72964,0.263,Southwest,False,0,0,3.3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,16,16.0,1,0,0,1,2001.0,2008.0,1,0,0,1,0,0,2.0,0.0,0.3,0.3,73432.929,0.12,0.0,0.25,3.0,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2010,AZ,6407172,72964,0.263,Southwest,False,0,0,1.1,1.1,0.0,6.9,6.1,3.0,0.0,0.0,0.0,6.9,6.1,3.0,0.0,0.0,0.0,2.033333333333333,0.0,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,83,83.0,1,0,0,0,2001.0,2008.0,1,0,0,1,0,0,2.5,0.0,0.5,0.5,72833.03,0.2,0.0,0.5,3.5,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2011,AZ,6407172,72964,0.263,Southwest,False,0,0,7.0,5.8,0.0,165.3,138.60000000000002,12.0,27.8,27.3,4.0,172.20000000000002,144.70000000000002,15.0,27.8,27.3,4.0,11.550000000000002,6.825,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,83,83.0,1,0,0,0,2001.0,2008.0,1,0,0,1,0,0,3.0,0.0,0.75,0.75,74943.645,0.25,0.0,0.5,4.0,2025.0,2025.0,0.0,1.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2012,AZ,6407172,72964,0.263,Southwest,False,0,0,18.1,14.9,2.7,572.1999999999998,468.3,11.0,59.5,49.1,5.0,744.3999999999999,613.0,26.0,87.3,76.4,9.0,42.57272727272727,9.82,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,955,955.0,1,0,0,0,2001.0,2008.0,1,0,0,1,0,0,3.5,0.0,1.05,1.05,75063.343,0.30000000000000004,0.0,0.5,4.5,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2013,AZ,6407172,72964,0.263,Southwest,False,0,0,12.7,10.0,0.6,315.5,235.6,7.0,41.1,31.1,3.0,1059.9,848.6,33.0,128.4,107.5,12.0,33.65714285714286,10.366666666666667,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,2111.0,2111.0,1,0,0,0,2001.0,2008.0,1,0,0,1,0,0,4.0,0.0,1.2,1.2,75662.037,0.1499999999999999,0.0,0.5,5.0,2025.0,2025.0,0.0,0.0,0.0,0.0,,,2011.0,2014.0,,,0.0,0.1,0.0
2014,AZ,6407172,72964,0.263,Southwest,False,0,0,1.0,1.0,0.0,258.49999999999994,222.5,7.0,51.4,41.6,2.0,1318.4,1071.1,40.0,179.8,149.1,14.0,31.785714285714285,20.8,2001.0,Electric Utility,2009.0,2001.0,2001.0,2010.0,2538.0,2538.0,1,0,0,0,2001.0,2008.0,1,0,0,1,0,0,4.5,0.0,1.35,1.35,76297.685,0.15000000000000013,0.0,0.5,6.0,2025.0,2025.0,0.0,0.0,0.0,1.0,,,2011.0,2014.0,,,0.0,0.1,0.0
